time,springDeflFL,springDeflFR,camberFL,camberFR,cmComFL,cmComFR,cmCamKinFL,cmCamKinFR,cmCamFL,cmCamFR,cmPitchCenterL,cmPitchCenterR
0,-0.000192799167775482,-0.000192568084661895,-0.000261946273910394,0.000261875150810438,-0.000886241672560573,-0.000886001042090356,-0.000256283470662311,0.000256283325143158,-0.000650721660349518,0.000650721834972501,1.6133885383606,1.61339890956879
0.01,-0.000197113255857746,-0.000185338013214376,-0.000270361477582986,0.000270291728005919,-0.000917865429073572,-0.00090623483993113,-0.000262994930380955,0.000263447727775201,-0.000697329873219132,0.000686773331835866,1.59092903137207,1.59203147888184
0.02,-0.000175025053942143,-0.000143358670801527,-0.000275201936155989,0.000279039766435615,-0.000943370396271348,-0.000911963346879929,-0.000266255956375971,0.000270785414613783,-0.000728137092664838,0.000667747866827995,1.58962082862854,1.59417819976807
0.03,-0.000109306981997778,-5.96349130752155e-05,-0.00027330225382374,0.000273374262475109,-0.000939193181693554,-0.000886910362169147,-0.000264801376033574,0.000265596871031448,-0.000743675802368671,0.000635246396996081,1.58924043178558,1.59442532062531
0.04,6.08103820488684e-06,6.83999392530185e-05,-0.000264273691908435,0.000250862374024526,-0.000899850332643837,-0.000833748606964946,-0.000259094289503992,0.000246212730417028,-0.000721060263458639,0.000626600987743586,1.59058964252472,1.59182441234589
0.05,0.000176647894366039,0.00024693385050939,-0.000249255663438647,0.000220846892815916,-0.00082289450801909,-0.000755003711674362,-0.000244981871219352,0.000216875007026829,-0.000660504738334566,0.00064191356068477,1.59231734275818,1.58771181106567
0.06,0.000400315930127366,0.00047659629553061,-0.000226019198785914,0.000186757846938029,-0.00071343028685078,-0.000651485286653042,-0.000220309899304993,0.000181285664439201,-0.000585128553211689,0.000659226032439619,1.5931339263916,1.58347499370575
0.07,0.000666524239571699,0.000749647881083364,-0.00019298509664136,0.000147133247078429,-0.00058134802384302,-0.000525214243680239,-0.000186673511052504,0.000141187847475521,-0.000514992512762547,0.000660477147903293,1.5926741361618,1.57967054843903
0.0800000000000001,0.000959160773133357,0.00105186355777373,-0.000153503806741964,0.00010324873287325,-0.000436899543274194,-0.000380918907467276,-0.000147291997564025,9.76538649410941e-05,-0.000457198155345395,0.000641017919406295,1.59118342399597,1.5762974023819
0.0900000000000001,0.00126047221426392,0.00136651221522675,-0.000111039583151942,5.69674076014951e-05,-0.000289270334178582,-0.000225870186113752,-0.000105385945062153,5.22338450537063e-05,-0.000411092391004786,0.000604912755079567,1.58902502059937,1.57326376438141
0.1,0.00155379144878876,0.00167724672187483,-6.85229909110778e-05,1.05169219963861e-05,-0.00014634319813922,-6.83798134559765e-05,-6.36886106804013e-05,6.92095409249305e-06,-0.000374412920791656,0.000558351166546345,1.5865079164505,1.57054078578949
0.11,0.0018253254170627,0.00196999510975316,-2.83875357795776e-05,-3.26875147293712e-05,-1.46837728607352e-05,8.35821483633481e-05,-2.44687053054804e-05,-3.6296642065281e-05,-0.000345494656357914,0.000506999145727605,1.58389151096344,1.56813430786133
0.12,0.00206485282029262,0.00223379447673926,5.90289919234212e-06,-7.1205553984379e-05,0.000100550612842198,0.00022318413539324,1.04556847873027e-05,-7.57206798880361e-05,-0.000323169224429876,0.00045563088497147,1.58139932155609,1.56605291366577
0.13,0.0022652822455458,0.0024605406752384,3.44619931375323e-05,-0.000104662081268922,0.00019555346807465,0.000344981555826962,3.9729227864882e-05,-0.00010999650839949,-0.000306572037516162,0.000408120569773018,1.57920694351196,1.56431150436401
0.14,0.00242227609706856,0.00264482590976359,5.65517198235549e-05,-0.000132006276177752,0.000267706258455291,0.000444925797637552,6.24304157099687e-05,-0.000138094488647766,-0.00029517721850425,0.000367264379747212,1.57743608951569,1.56293570995331
